Word Order	Other Properties	Subject Position	Object Position	Sentence					Subj preceds obj	Is ambiguous	Not amb, subj before obj	Not amb, obj before subj		Satzl�nge	Is pp/aux	
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Gemeinde beauftragt einen Kammerjäger .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oan-sinst	5	2	Einen Kammerjäger beauftragt die Gemeinde .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oan-sinst	4	6	Deshalb beauftragt die Gemeinde einen Kammerjäger .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	oan-sinst	3	5	Beauftragt die Gemeinde einen Kammerjäger ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	oan-sinst	3	5	Weil die Gemeinde einen Kammerjäger beauftragt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Redaktion verletzt einen Jugendlichen .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oan-sinst	5	2	Einen Jugendlichen verletzt die Redaktion .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oan-sinst	4	6	Deshalb verletzt die Redaktion einen Jugendlichen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	oan-sinst	3	5	Verletzt die Redaktion einen Jugendlichen ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	oan-sinst	3	5	Weil die Redaktion einen Jugendlichen verletzt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	oan-sinst	2	5	Das Seminar dirigiert einen Philharmoniker .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oan-sinst	5	2	Einen Philharmoniker dirigiert das Seminar .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oan-sinst	4	6	Deshalb dirigiert das Seminar einen Philharmoniker .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	oan-sinst	3	5	Dirigiert das Seminar einen Philharmoniker ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	oan-sinst	3	5	Weil das Seminar einen Philharmoniker dirigiert .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Werkstätte beschreiben ein Model .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oan-sinst	5	2	Ein Model beschreiben die Werkstätte .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oan-sinst	4	6	Deshalb beschreiben die Werkstätte ein Model .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	oan-sinst	3	5	Beschreiben die Werkstätte ein Model ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	oan-sinst	3	5	Weil die Werkstätte ein Model beschreiben .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	oan-sinst	2	5	Das Landratsamt leitet einen Kursteilnehmer .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oan-sinst	5	2	Einen Kursteilnehmer leitet das Landratsamt .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oan-sinst	4	6	Deshalb leitet das Landratsamt einen Kursteilnehmer .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	oan-sinst	3	5	Leitet das Landratsamt einen Kursteilnehmer ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	oan-sinst	3	5	Weil das Landratsamt einen Kursteilnehmer leitet .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Schulen besuchen eine Oberbürgermeisterin .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Oberbürgermeisterin besuchen die Schulen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oan-sinst	4	6	Deshalb besuchen die Schulen eine Oberbürgermeisterin .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	oan-sinst	3	5	Besuchen die Schulen eine Oberbürgermeisterin ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	oan-sinst	3	5	Weil die Schulen eine Oberbürgermeisterin besuchen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	oan-sinst	2	5	Der Konzern braucht einen Dolmetscher .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oan-sinst	5	2	Einen Dolmetscher braucht der Konzern .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oan-sinst	4	6	Deshalb braucht der Konzern einen Dolmetscher .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	oan-sinst	3	5	Braucht der Konzern einen Dolmetscher ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	oan-sinst	3	5	Weil der Konzern einen Dolmetscher braucht .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Universität befreit einen Notleidenden .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oan-sinst	5	2	Einen Notleidenden befreit die Universität .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oan-sinst	4	6	Deshalb befreit die Universität einen Notleidenden .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	oan-sinst	3	5	Befreit die Universität einen Notleidenden ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	oan-sinst	3	5	Weil die Universität einen Notleidenden befreit .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	base-sname	1	4	Siemens startet einen Angriff .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	base-sname	4	2	Einen Angriff startet Siemens .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	base-sname	3	5	Deshalb startet Siemens einen Angriff .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	base-sname	2	4	Startet Siemens einen Angriff ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	base-sname	2	4	Weil Siemens einen Angriff startet .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	base-sname	1	3	Balazs lebt Doppelleben .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Doppelleben lebt Balazs .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb lebt Balazs Doppelleben .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Lebt Balazs Doppelleben ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil Balazs Doppelleben lebt .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	base-sname	1	3	Daimler übertextet Aufnahmen .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Aufnahmen übertextet Daimler .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb übertextet Daimler Aufnahmen .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Übertextet Daimler Aufnahmen ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil Daimler Aufnahmen übertextet .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	base-sname	1	3	RTL spielt Traumhochzeiten .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Traumhochzeiten spielt RTL .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb spielt RTL Traumhochzeiten .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Spielt RTL Traumhochzeiten ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil RTL Traumhochzeiten spielt .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	base-sname	1	3	Degas bewirft Kunstwerke .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Kunstwerke bewirft Degas .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb bewirft Degas Kunstwerke .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Bewirft Degas Kunstwerke ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil Degas Kunstwerke bewirft .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	base-sname	2	4	Günter Jauch findet Lösungen .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	base-sname	4	1	Lösungen findet Günter Jauch .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	base-sname	4	5	Deshalb findet Günter Jauch Lösungen .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[SO]Q	base-sname	3	4	Findet Günter Jauch Lösungen ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
MF[SO]VC[V]	base-sname	3	4	Weil Günter Jauch Lösungen findet .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
VF[S]LK[V]MF[O]	base-sname	1	3	Harry abonniert Zeitschriften .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Zeitschriften abonniert Harry .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb abonniert Harry Zeitschriften .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Abonniert Harry Zeitschriften ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil Harry Zeitschriften abonniert .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	base-sname	1	4	Gillette rasiert einen Bart .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	base-sname	4	2	Einen Bart rasiert Gillette .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	base-sname	3	5	Deshalb rasiert Gillette einen Bart .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	base-sname	2	4	Rasiert Gillette einen Bart ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	base-sname	2	4	Weil Gillette einen Bart rasiert .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	base-sname	1	4	Clooney trinkt einen Kaffee .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	base-sname	4	2	Einen Kaffee trinkt Clooney .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	base-sname	3	5	Deshalb trinkt Clooney einen Kaffee .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	base-sname	2	4	Trinkt Clooney einen Kaffee ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	base-sname	2	4	Weil Clooney einen Kaffee trinkt .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	base-sname	2	5	Bertolt Brecht schreibt einen Roman .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-sname	5	2	Einen Roman schreibt Bertolt Brecht .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-sname	4	6	Deshalb schreibt Bertolt Brecht einen Roman .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	base-sname	3	5	Schreibt Bertolt Brecht einen Roman ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	base-sname	3	5	Weil Bertolt Brecht einen Roman schreibt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	base-sname	1	3	Merkel beendet Reden .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Reden beendet Merkel .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb beendet Merkel Reden .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Beendet Merkel Reden ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil Merkel Reden beendet .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	base-sname	1	3	Vietnam bekommt Grundgehälter .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Grundgehälter bekommt Vietnam .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb bekommt Vietnam Grundgehälter .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Bekommt Vietnam Grundgehälter ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil Vietnam Grundgehälter bekommt .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	base-sname	1	4	Anke zieht einen Bauzaun .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	base-sname	4	2	Einen Bauzaun zieht Anke .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	base-sname	3	5	Deshalb zieht Anke einen Bauzaun .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	base-sname	2	4	Zieht Anke einen Bauzaun ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	base-sname	2	4	Weil Anke einen Bauzaun zieht .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	base-sname	1	3	Bonn gewinnt Touren .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Touren gewinnt Bonn .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb gewinnt Bonn Touren .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Gewinnt Bonn Touren ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil Bonn Touren gewinnt .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	base-sname	1	3	EnBW übernimmt Bauausführungen .					WAHR	FALSCH	WAHR	FALSCH		3	0	2
VF[O]LK[V]MF[S]	base-sname	3	1	Bauausführungen übernimmt EnBW .					FALSCH	FALSCH	FALSCH	WAHR		3	0	2
LK[V]MF[SO]	base-sname	3	4	Deshalb übernimmt EnBW Bauausführungen .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[SO]Q	base-sname	2	3	Übernimmt EnBW Bauausführungen ?					WAHR	FALSCH	WAHR	FALSCH		3	0	1
MF[SO]VC[V]	base-sname	2	3	Weil EnBW Bauausführungen übernimmt .					WAHR	FALSCH	WAHR	FALSCH		4	0	1
VF[S]LK[V]MF[O]	dat-sname	1	4	Siemens entkommt einer Anklagebank .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einer Anklagebank entkommt Siemens .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb entkommt Siemens einer Anklagebank .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Entkommt Siemens einer Anklagebank ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Siemens einer Anklagebank entkommt .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Balazs entstammt einer Kanalisation .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einer Kanalisation entstammt Balazs .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb entstammt Balazs einer Kanalisation .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Entstammt Balazs einer Kanalisation ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Balazs einer Kanalisation entstammt .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	2	5	Günter Jauch folgt einem Vortrag .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	dat-sname	5	2	Einem Vortrag folgt Günter Jauch .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	dat-sname	4	6	Deshalb folgt Günter Jauch einem Vortrag .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	dat-sname	3	5	Folgt Günter Jauch einem Vortrag ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	dat-sname	3	5	Weil Günter Jauch einem Vortrag folgt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Merkel entschwindet einer Sitzung .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einer Sitzung entschwindet Merkel .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb entschwindet Merkel einer Sitzung .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Entschwindet Merkel einer Sitzung ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Merkel einer Sitzung entschwindet .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	2	5	Bertolt Brecht begegnet einem Hindernis .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	dat-sname	5	2	Einem Hindernis begegnet Bertolt Brecht .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	dat-sname	4	6	Deshalb begegnet Bertolt Brecht einem Hindernis .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	dat-sname	3	5	Begegnet Bertolt Brecht einem Hindernis ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	dat-sname	3	5	Weil Bertolt Brecht einem Hindernis begegnet .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	RTL schadet einem Ansehen .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einem Ansehen schadet RTL .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb schadet RTL einem Ansehen .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Schadet RTL einem Ansehen ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil RTL einem Ansehen schadet .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Daimler nützt einer Karriere .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einer Karriere nützt Daimler .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb nützt Daimler einer Karriere .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Nützt Daimler einer Karriere ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Daimler einer Karriere nützt .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Gillette gleicht einem Ameisenhaufen .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einem Ameisenhaufen gleicht Gillette .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb gleicht Gillette einem Ameisenhaufen .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Gleicht Gillette einem Ameisenhaufen ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Gillette einem Ameisenhaufen gleicht .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Harry winkt einem Auto .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einem Auto winkt Harry .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb winkt Harry einem Auto .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Winkt Harry einem Auto ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Harry einem Auto winkt .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Clooney untersteht einem Kommando .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einem Kommando untersteht Clooney .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb untersteht Clooney einem Kommando .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Untersteht Clooney einem Kommando ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Clooney einem Kommando untersteht .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Vietnam vertraut einer Bodenstation .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einer Bodenstation vertraut Vietnam .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb vertraut Vietnam einer Bodenstation .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Vertraut Vietnam einer Bodenstation ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Vietnam einer Bodenstation vertraut .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Anke entgeht einer Räumung .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einer Räumung entgeht Anke .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb entgeht Anke einer Räumung .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Entgeht Anke einer Räumung ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Anke einer Räumung entgeht .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	EnBW gehorcht einem Impuls .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einem Impuls gehorcht EnBW .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb gehorcht EnBW einem Impuls .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Gehorcht EnBW einem Impuls ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil EnBW einem Impuls gehorcht .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Bonn trotzt einer Anweisung .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einer Anweisung trotzt Bonn .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb trotzt Bonn einer Anweisung .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Trotzt Bonn einer Anweisung ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Bonn einer Anweisung trotzt .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	dat-sname	1	4	Degas antwortet einem Aufruf .					WAHR	FALSCH	WAHR	FALSCH		4	0	3
VF[O]LK[V]MF[S]	dat-sname	4	2	Einem Aufruf antwortet Degas .					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
LK[V]MF[SO]	dat-sname	3	5	Deshalb antwortet Degas einem Aufruf .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[SO]Q	dat-sname	2	4	Antwortet Degas einem Aufruf ?					WAHR	FALSCH	WAHR	FALSCH		4	0	2
MF[SO]VC[V]	dat-sname	2	4	Weil Degas einem Aufruf antwortet .					WAHR	FALSCH	WAHR	FALSCH		5	0	2
VF[S]LK[V]MF[O]	amb-sname	1	3	Siemens startet Angriff .					WAHR	WAHR	FALSCH	FALSCH		3	0	2
VF[O]LK[V]MF[S]	amb-sname	3	1	Angriff startet Siemens .					FALSCH	WAHR	FALSCH	FALSCH		3	0	2
LK[V]MF[SO]	amb-sname	3	4	Deshalb startet Siemens Angriff .					WAHR	WAHR	FALSCH	FALSCH		4	0	1
LK[V]MF[SO]Q	amb-sname	2	3	Startet Siemens Angriff ?					WAHR	WAHR	FALSCH	FALSCH		3	0	1
