Word Order	Other Properties	Subject Position	Object Position	Sentence										Satzl�nge	Is pp/aux	Subj-obj distance			
VF[O]LK[V]MF[S]	pp-sinst	8	2	Eine Zeitschrift abonniert in dem Jahr die Praxis .					FALSCH					8	1	6			
LK[V]MF[SO]	pp-sinst	7	9	Deshalb abonniert in dem Jahr die Praxis eine Zeitschrift .					WAHR					9	1	2			
LK[V]MF[SO]Q	pp-sinst	6	8	Abonniert in dem Jahr die Praxis eine Zeitschrift ?					WAHR					8	1	2			
MF[SO]VC[V]	pp-sinst	6	8	Weil in dem Jahr die Praxis eine Zeitschrift abonniert .					WAHR					9	1	2			
VF[S]LK[V]MF[O]	pp-sinst	2	7	Die Salons rasieren in dem Jahr Bärte .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-sinst	7	1	Bärte rasieren in dem Jahr die Salons .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-sinst	7	8	Deshalb rasieren in dem Jahr die Salons Bärte .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-sinst	6	7	Rasieren in dem Jahr die Salons Bärte ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-sinst	6	7	Weil in dem Jahr die Salons Bärte rasieren .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	pp-sinst	2	7	Die Redaktionen trinken in dem Jahr Kaffees .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-sinst	7	1	Kaffees trinken in dem Jahr die Redaktionen .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-sinst	7	8	Deshalb trinken in dem Jahr die Redaktionen Kaffees .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-sinst	6	7	Trinken in dem Jahr die Redaktionen Kaffees ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-sinst	6	7	Weil in dem Jahr die Redaktionen Kaffees trinken .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	pp-sinst	2	7	Die Seminare schreiben in dem Jahr Romane .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-sinst	7	1	Romane schreiben in dem Jahr die Seminare .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-sinst	7	8	Deshalb schreiben in dem Jahr die Seminare Romane .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-sinst	6	7	Schreiben in dem Jahr die Seminare Romane ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-sinst	6	7	Weil in dem Jahr die Seminare Romane schreiben .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	pp-sinst	2	8	Das Landratsamt beendet in dem Jahr eine Rede .					WAHR					8	1	6			
VF[O]LK[V]MF[S]	pp-sinst	8	2	Eine Rede beendet in dem Jahr das Landratsamt .					FALSCH					8	1	6			
LK[V]MF[SO]	pp-sinst	7	9	Deshalb beendet in dem Jahr das Landratsamt eine Rede .					WAHR					9	1	2			
LK[V]MF[SO]Q	pp-sinst	6	8	Beendet in dem Jahr das Landratsamt eine Rede ?					WAHR					8	1	2			
MF[SO]VC[V]	pp-sinst	6	8	Weil in dem Jahr das Landratsamt eine Rede beendet .					WAHR					9	1	2			
VF[S]LK[V]MF[O]	pp-sinst	2	8	Die Schule bekommt in dem Jahr ein Grundgehalt .					WAHR					8	1	6			
VF[O]LK[V]MF[S]	pp-sinst	8	2	Ein Grundgehalt bekommt in dem Jahr die Schule .					FALSCH					8	1	6			
LK[V]MF[SO]	pp-sinst	7	9	Deshalb bekommt in dem Jahr die Schule ein Grundgehalt .					WAHR					9	1	2			
LK[V]MF[SO]Q	pp-sinst	6	8	Bekommt in dem Jahr die Schule ein Grundgehalt ?					WAHR					8	1	2			
MF[SO]VC[V]	pp-sinst	6	8	Weil in dem Jahr die Schule ein Grundgehalt bekommt .					WAHR					9	1	2			
VF[S]LK[V]MF[O]	pp-sinst	2	7	Die Werkstätte ziehen in dem Jahr Bauzäune .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-sinst	7	1	Bauzäune ziehen in dem Jahr die Werkstätte .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-sinst	7	8	Deshalb ziehen in dem Jahr die Werkstätte Bauzäune .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-sinst	6	7	Ziehen in dem Jahr die Werkstätte Bauzäune ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-sinst	6	7	Weil in dem Jahr die Werkstätte Bauzäune ziehen .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	pp-sinst	2	8	Die Universität gewinnt in dem Jahr eine Tour .					WAHR					8	1	6			
VF[O]LK[V]MF[S]	pp-sinst	8	2	Eine Tour gewinnt in dem Jahr die Universität .					FALSCH					8	1	6			
LK[V]MF[SO]	pp-sinst	7	9	Deshalb gewinnt in dem Jahr die Universität eine Tour .					WAHR					9	1	2			
LK[V]MF[SO]Q	pp-sinst	6	8	Gewinnt in dem Jahr die Universität eine Tour ?					WAHR					8	1	2			
MF[SO]VC[V]	pp-sinst	6	8	Weil in dem Jahr die Universität eine Tour gewinnt .					WAHR					9	1	2			
VF[S]LK[V]MF[O]	pp-sinst	2	7	Die Konzerne übernehmen in dem Jahr Bauausführungen .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-sinst	7	1	Bauausführungen übernehmen in dem Jahr die Konzerne .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-sinst	7	8	Deshalb übernehmen in dem Jahr die Konzerne Bauausführungen .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-sinst	6	7	Übernehmen in dem Jahr die Konzerne Bauausführungen ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-sinst	6	7	Weil in dem Jahr die Konzerne Bauausführungen übernehmen .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	oan-sinst	2	4	Die Salons ernennen Vertreter .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	oan-sinst	4	1	Vertreter ernennen die Salons .					FALSCH					4	0	3			
LK[V]MF[SO]	oan-sinst	4	5	Deshalb ernennen die Salons Vertreter .					WAHR					5	0	1			
LK[V]MF[SO]Q	oan-sinst	3	4	Ernennen die Salons Vertreter ?					WAHR					4	0	1			
MF[SO]VC[V]	oan-sinst	3	4	Weil die Salons Vertreter ernennen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Kanzlei befragt eine EZB-Chefin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine EZB-Chefin befragt die Kanzlei .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb befragt die Kanzlei eine EZB-Chefin .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Befragt die Kanzlei eine EZB-Chefin ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil die Kanzlei eine EZB-Chefin befragt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Das Dorf füttert eine Spinne .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Spinne füttert das Dorf .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb füttert das Dorf eine Spinne .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Füttert das Dorf eine Spinne ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil das Dorf eine Spinne füttert .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Das Büro kratzt eine Hundehalterin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Hundehalterin kratzt das Büro .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb kratzt das Büro eine Hundehalterin .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Kratzt das Büro eine Hundehalterin ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil das Büro eine Hundehalterin kratzt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	4	Die Läden streifen Köche .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	oan-sinst	4	1	Köche streifen die Läden .					FALSCH					4	0	3			
LK[V]MF[SO]	oan-sinst	4	5	Deshalb streifen die Läden Köche .					WAHR					5	0	1			
LK[V]MF[SO]Q	oan-sinst	3	4	Streifen die Läden Köche ?					WAHR					4	0	1			
MF[SO]VC[V]	oan-sinst	3	4	Weil die Läden Köche streifen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Praxis nimmt eine Bewerberin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Bewerberin nimmt die Praxis .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb nimmt die Praxis eine Bewerberin .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Nimmt die Praxis eine Bewerberin ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil die Praxis eine Bewerberin nimmt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Werbeagentur kopiert eine Jazz-Pianistin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Jazz-Pianistin kopiert die Werbeagentur .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb kopiert die Werbeagentur eine Jazz-Pianistin .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Kopiert die Werbeagentur eine Jazz-Pianistin ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil die Werbeagentur eine Jazz-Pianistin kopiert .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Gemeinde beauftragt eine Kammerjägerin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Kammerjägerin beauftragt die Gemeinde .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb beauftragt die Gemeinde eine Kammerjägerin .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Beauftragt die Gemeinde eine Kammerjägerin ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil die Gemeinde eine Kammerjägerin beauftragt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Redaktion verletzt eine Jugendliche .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Jugendliche verletzt die Redaktion .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb verletzt die Redaktion eine Jugendliche .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Verletzt die Redaktion eine Jugendliche ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil die Redaktion eine Jugendliche verletzt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Das Seminar dirigiert eine Philharmonikerin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Philharmonikerin dirigiert das Seminar .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb dirigiert das Seminar eine Philharmonikerin .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Dirigiert das Seminar eine Philharmonikerin ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil das Seminar eine Philharmonikerin dirigiert .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Werkstatt beschreibt ein Model .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Ein Model beschreibt die Werkstatt .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb beschreibt die Werkstatt ein Model .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Beschreibt die Werkstatt ein Model ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil die Werkstatt ein Model beschreibt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Das Landratsamt leitet eine Kursteilnehmerin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Kursteilnehmerin leitet das Landratsamt .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb leitet das Landratsamt eine Kursteilnehmerin .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Leitet das Landratsamt eine Kursteilnehmerin ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil das Landratsamt eine Kursteilnehmerin leitet .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	5	Die Schule besucht eine Oberbürgermeisterin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oan-sinst	5	2	Eine Oberbürgermeisterin besucht die Schule .					FALSCH					5	0	3			
LK[V]MF[SO]	oan-sinst	4	6	Deshalb besucht die Schule eine Oberbürgermeisterin .					WAHR					6	0	2			
LK[V]MF[SO]Q	oan-sinst	3	5	Besucht die Schule eine Oberbürgermeisterin ?					WAHR					5	0	2			
MF[SO]VC[V]	oan-sinst	3	5	Weil die Schule eine Oberbürgermeisterin besucht .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	oan-sinst	2	4	Die Konzerne brauchen Dolmetscher .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	oan-sinst	4	1	Dolmetscher brauchen die Konzerne .					FALSCH					4	0	3			
LK[V]MF[SO]	oan-sinst	4	5	Deshalb brauchen die Konzerne Dolmetscher .					WAHR					5	0	1			
LK[V]MF[SO]Q	oan-sinst	3	4	Brauchen die Konzerne Dolmetscher ?					WAHR					4	0	1			
MF[SO]VC[V]	oan-sinst	3	4	Weil die Konzerne Dolmetscher brauchen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	oan-sinst	2	4	Die Universitäten befreien Notleidende .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	oan-sinst	4	1	Notleidende befreien die Universitäten .					FALSCH					4	0	3			
LK[V]MF[SO]	oan-sinst	4	5	Deshalb befreien die Universitäten Notleidende .					WAHR					5	0	1			
LK[V]MF[SO]Q	oan-sinst	3	4	Befreien die Universitäten Notleidende ?					WAHR					4	0	1			
MF[SO]VC[V]	oan-sinst	3	4	Weil die Universitäten Notleidende befreien .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	base-sname	1	3	Siemens startet Angriff .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	base-sname	3	1	Angriff startet Siemens .					FALSCH					3	0	2			
LK[V]MF[SO]	base-sname	3	4	Deshalb startet Siemens Angriff .					WAHR					4	0	1			
LK[V]MF[SO]Q	base-sname	2	3	Startet Siemens Angriff ?					WAHR					3	0	1			
MF[SO]VC[V]	base-sname	2	3	Weil Siemens Angriff startet .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	base-sname	1	4	Balazs lebt ein Doppelleben .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Ein Doppelleben lebt Balazs .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb lebt Balazs ein Doppelleben .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Lebt Balazs ein Doppelleben ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil Balazs ein Doppelleben lebt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	base-sname	1	4	Daimler übertextet eine Aufnahme .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Eine Aufnahme übertextet Daimler .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb übertextet Daimler eine Aufnahme .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Übertextet Daimler eine Aufnahme ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil Daimler eine Aufnahme übertextet .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	base-sname	1	4	RTL spielt eine Traumhochzeit .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Eine Traumhochzeit spielt RTL .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb spielt RTL eine Traumhochzeit .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Spielt RTL eine Traumhochzeit ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil RTL eine Traumhochzeit spielt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	base-sname	1	4	Degas bewirft ein Kunstwerk .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Ein Kunstwerk bewirft Degas .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb bewirft Degas ein Kunstwerk .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Bewirft Degas ein Kunstwerk ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil Degas ein Kunstwerk bewirft .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	base-sname	2	5	Günter Jauch findet eine Lösung .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-sname	5	2	Eine Lösung findet Günter Jauch .					FALSCH					5	0	3			
LK[V]MF[SO]	base-sname	4	6	Deshalb findet Günter Jauch eine Lösung .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-sname	3	5	Findet Günter Jauch eine Lösung ?					WAHR					5	0	2			
MF[SO]VC[V]	base-sname	3	5	Weil Günter Jauch eine Lösung findet .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-sname	1	4	Harry abonniert eine Zeitschrift .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Eine Zeitschrift abonniert Harry .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb abonniert Harry eine Zeitschrift .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Abonniert Harry eine Zeitschrift ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil Harry eine Zeitschrift abonniert .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	base-sname	1	3	Gillette rasiert Bart .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	base-sname	3	1	Bart rasiert Gillette .					FALSCH					3	0	2			
LK[V]MF[SO]	base-sname	3	4	Deshalb rasiert Gillette Bart .					WAHR					4	0	1			
LK[V]MF[SO]Q	base-sname	2	3	Rasiert Gillette Bart ?					WAHR					3	0	1			
MF[SO]VC[V]	base-sname	2	3	Weil Gillette Bart rasiert .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	base-sname	1	3	Clooney trinkt Kaffee .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	base-sname	3	1	Kaffee trinkt Clooney .					FALSCH					3	0	2			
LK[V]MF[SO]	base-sname	3	4	Deshalb trinkt Clooney Kaffee .					WAHR					4	0	1			
LK[V]MF[SO]Q	base-sname	2	3	Trinkt Clooney Kaffee ?					WAHR					3	0	1			
MF[SO]VC[V]	base-sname	2	3	Weil Clooney Kaffee trinkt .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	base-sname	2	4	Bertolt Brecht schreibt Roman .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-sname	4	1	Roman schreibt Bertolt Brecht .					FALSCH					4	0	3			
LK[V]MF[SO]	base-sname	4	5	Deshalb schreibt Bertolt Brecht Roman .					WAHR					5	0	1			
LK[V]MF[SO]Q	base-sname	3	4	Schreibt Bertolt Brecht Roman ?					WAHR					4	0	1			
MF[SO]VC[V]	base-sname	3	4	Weil Bertolt Brecht Roman schreibt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	base-sname	1	4	Merkel beendet eine Rede .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Eine Rede beendet Merkel .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb beendet Merkel eine Rede .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Beendet Merkel eine Rede ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil Merkel eine Rede beendet .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	base-sname	1	4	Vietnam bekommt ein Grundgehalt .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Ein Grundgehalt bekommt Vietnam .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb bekommt Vietnam ein Grundgehalt .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Bekommt Vietnam ein Grundgehalt ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil Vietnam ein Grundgehalt bekommt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	base-sname	1	3	Anke zieht Bauzaun .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	base-sname	3	1	Bauzaun zieht Anke .					FALSCH					3	0	2			
LK[V]MF[SO]	base-sname	3	4	Deshalb zieht Anke Bauzaun .					WAHR					4	0	1			
LK[V]MF[SO]Q	base-sname	2	3	Zieht Anke Bauzaun ?					WAHR					3	0	1			
MF[SO]VC[V]	base-sname	2	3	Weil Anke Bauzaun zieht .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	base-sname	1	4	Bonn gewinnt eine Tour .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Eine Tour gewinnt Bonn .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb gewinnt Bonn eine Tour .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Gewinnt Bonn eine Tour ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil Bonn eine Tour gewinnt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	base-sname	1	4	EnBW übernimmt eine Bauausführung .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	base-sname	4	2	Eine Bauausführung übernimmt EnBW .					FALSCH					4	0	2			
LK[V]MF[SO]	base-sname	3	5	Deshalb übernimmt EnBW eine Bauausführung .					WAHR					5	0	2			
LK[V]MF[SO]Q	base-sname	2	4	Übernimmt EnBW eine Bauausführung ?					WAHR					4	0	2			
MF[SO]VC[V]	base-sname	2	4	Weil EnBW eine Bauausführung übernimmt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	aux-sname	1	3	Siemens wird Angriff starten .					WAHR					4	1	2			
VF[O]LK[V]MF[S]	aux-sname	3	1	Angriff wird Siemens starten .					FALSCH					4	1	2			
LK[V]MF[SO]	aux-sname	3	4	Deshalb wird Siemens Angriff starten .					WAHR					5	1	1			
LK[V]MF[SO]Q	aux-sname	2	3	Wird Siemens Angriff starten ?					WAHR					4	1	1			
MF[SO]VC[V]	aux-sname	2	3	Weil Siemens Angriff starten wird .					WAHR					5	1	1			
VF[S]LK[V]MF[O]	aux-sname	1	4	Balazs wird ein Doppelleben leben .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-sname	4	2	Ein Doppelleben wird Balazs leben .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-sname	3	5	Deshalb wird Balazs ein Doppelleben leben .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-sname	2	4	Wird Balazs ein Doppelleben leben ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-sname	2	4	Weil Balazs ein Doppelleben leben wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-sname	1	4	Daimler wird eine Aufnahme übertexten .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-sname	4	2	Eine Aufnahme wird Daimler übertexten .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-sname	3	5	Deshalb wird Daimler eine Aufnahme übertexten .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-sname	2	4	Wird Daimler eine Aufnahme übertexten ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-sname	2	4	Weil Daimler eine Aufnahme übertexten wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-sname	1	4	RTL wird eine Traumhochzeit spielen .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-sname	4	2	Eine Traumhochzeit wird RTL spielen .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-sname	3	5	Deshalb wird RTL eine Traumhochzeit spielen .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-sname	2	4	Wird RTL eine Traumhochzeit spielen ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-sname	2	4	Weil RTL eine Traumhochzeit spielen wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-sname	1	4	Degas wird ein Kunstwerk bewerfen .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-sname	4	2	Ein Kunstwerk wird Degas bewerfen .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-sname	3	5	Deshalb wird Degas ein Kunstwerk bewerfen .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-sname	2	4	Wird Degas ein Kunstwerk bewerfen ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-sname	2	4	Weil Degas ein Kunstwerk bewerfen wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-sname	2	5	Günter Jauch wird eine Lösung finden .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-sname	5	2	Eine Lösung wird Günter Jauch finden .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-sname	4	6	Deshalb wird Günter Jauch eine Lösung finden .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-sname	3	5	Wird Günter Jauch eine Lösung finden ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-sname	3	5	Weil Günter Jauch eine Lösung finden wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-sname	1	4	Harry wird eine Zeitschrift abonnieren .					WAHR					5	1	3			
VF[O]LK[V]MF[S]	aux-sname	4	2	Eine Zeitschrift wird Harry abonnieren .					FALSCH					5	1	2			
LK[V]MF[SO]	aux-sname	3	5	Deshalb wird Harry eine Zeitschrift abonnieren .					WAHR					6	1	2			
LK[V]MF[SO]Q	aux-sname	2	4	Wird Harry eine Zeitschrift abonnieren ?					WAHR					5	1	2			
MF[SO]VC[V]	aux-sname	2	4	Weil Harry eine Zeitschrift abonnieren wird .					WAHR					6	1	2			
VF[S]LK[V]MF[O]	aux-sname	1	3	Gillette wird Bart rasieren .					WAHR					4	1	2			
VF[O]LK[V]MF[S]	aux-sname	3	1	Bart wird Gillette rasieren .					FALSCH					4	1	2			
LK[V]MF[SO]	aux-sname	3	4	Deshalb wird Gillette Bart rasieren .					WAHR					5	1	1			
LK[V]MF[SO]Q	aux-sname	2	3	Wird Gillette Bart rasieren ?					WAHR					4	1	1			
MF[SO]VC[V]	aux-sname	2	3	Weil Gillette Bart rasieren wird .					WAHR					5	1	1			
VF[S]LK[V]MF[O]	aux-sname	1	3	Clooney wird Kaffee trinken .					WAHR					4	1	2			
VF[O]LK[V]MF[S]	aux-sname	3	1	Kaffee wird Clooney trinken .					FALSCH					4	1	2			
LK[V]MF[SO]	aux-sname	3	4	Deshalb wird Clooney Kaffee trinken .					WAHR					5	1	1			
LK[V]MF[SO]Q	aux-sname	2	3	Wird Clooney Kaffee trinken ?					WAHR					4	1	1			
MF[SO]VC[V]	aux-sname	2	3	Weil Clooney Kaffee trinken wird .					WAHR					5	1	1			
VF[S]LK[V]MF[O]	aux-sname	2	4	Bertolt Brecht wird Roman schreiben .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-sname	4	1	Roman wird Bertolt Brecht schreiben .					FALSCH					5	1	3			
